date,sku_id,on_hand_units,on_order_units,lead_time_days,reorder_point
2024-05-25,SKU-001,8,32,3,128
2024-05-26,SKU-001,6,25,3,128
2024-05-27,SKU-001,5,19,3,128
2024-05-28,SKU-001,3,26,3,128
2024-05-29,SKU-001,4,22,3,128
2024-05-30,SKU-001,9,15,3,128
2024-05-31,SKU-001,11,31,3,128
2024-06-01,SKU-001,9,9,3,128
2024-06-02,SKU-001,0,4,3,128
2024-06-03,SKU-001,0,17,3,128
2024-06-04,SKU-001,7,1,3,128
2024-06-05,SKU-001,2,24,3,128
2024-06-06,SKU-001,8,8,3,128
2024-06-07,SKU-001,3,17,3,128
2024-06-08,SKU-001,2,29,3,128
2024-06-09,SKU-001,11,9,3,128
2024-06-10,SKU-001,4,19,3,128
2024-06-11,SKU-001,7,34,3,128
2024-06-12,SKU-001,1,21,3,128
2024-06-13,SKU-001,2,27,3,128
2024-06-14,SKU-001,4,2,3,128
2024-06-15,SKU-001,3,18,3,128
2024-06-16,SKU-001,5,23,3,128
2024-06-17,SKU-001,6,12,3,128
2024-06-18,SKU-001,11,30,3,128
2024-06-19,SKU-001,0,25,3,128
2024-06-20,SKU-001,0,11,3,128
2024-06-21,SKU-001,10,1,3,128
2024-06-22,SKU-001,4,11,3,128
2024-06-23,SKU-001,6,31,3,128
2024-06-24,SKU-001,5,33,3,128
2024-06-25,SKU-001,4,27,3,128
2024-06-26,SKU-001,5,12,3,128
2024-06-27,SKU-001,1,14,3,128
2024-06-28,SKU-001,9,24,3,128
2024-06-29,SKU-001,4,33,3,128
2024-06-30,SKU-001,10,16,3,128
2024-07-01,SKU-001,7,11,3,128
2024-07-02,SKU-001,10,8,3,128
2024-07-03,SKU-001,4,26,3,128
2024-07-04,SKU-001,10,24,3,128
2024-07-05,SKU-001,10,3,3,128
2024-07-06,SKU-001,0,13,3,128
2024-07-07,SKU-001,0,10,3,128
2024-07-08,SKU-001,5,28,3,128
2024-07-09,SKU-001,7,25,3,128
2024-07-10,SKU-001,11,28,3,128
2024-07-11,SKU-001,7,17,3,128
2024-07-12,SKU-001,1,33,3,128
2024-07-13,SKU-001,5,10,3,128
2024-07-14,SKU-001,11,33,3,128
2024-07-15,SKU-001,4,30,3,128
2024-07-16,SKU-001,4,5,3,128
2024-07-17,SKU-001,7,30,3,128
2024-07-18,SKU-001,8,13,3,128
2024-07-19,SKU-001,1,4,3,128
2024-07-20,SKU-001,11,17,3,128
2024-07-21,SKU-001,3,26,3,128
2024-07-22,SKU-001,10,29,3,128
2024-07-23,SKU-001,0,23,3,128
2024-07-24,SKU-001,0,4,3,128
2024-07-25,SKU-001,3,24,3,128
2024-07-26,SKU-001,10,29,3,128
2024-07-27,SKU-001,6,29,3,128
2024-07-28,SKU-001,5,20,3,128
2024-07-29,SKU-001,9,11,3,128
2024-07-30,SKU-001,8,19,3,128
2024-07-31,SKU-001,9,26,3,128
2024-08-01,SKU-001,7,32,3,128
2024-08-02,SKU-001,10,22,3,128
2024-08-03,SKU-001,6,17,3,128
2024-08-04,SKU-001,3,10,3,128
2024-08-05,SKU-001,1,3,3,128
2024-08-06,SKU-001,5,0,3,128
2024-08-07,SKU-001,5,12,3,128
2024-08-08,SKU-001,1,10,3,128
2024-08-09,SKU-001,0,6,3,128
2024-08-10,SKU-001,0,12,3,128
2024-08-11,SKU-001,6,9,3,128
2024-08-12,SKU-001,4,22,3,128
2024-08-13,SKU-001,7,3,3,128
2024-08-14,SKU-001,10,18,3,128
2024-08-15,SKU-001,3,14,3,128
2024-08-16,SKU-001,7,18,3,128
2024-08-17,SKU-001,9,13,3,128
2024-08-18,SKU-001,1,11,3,128
2024-08-19,SKU-001,7,19,3,128
2024-08-20,SKU-001,9,21,3,128
2024-08-21,SKU-001,1,25,3,128
2024-08-22,SKU-001,11,23,3,128
2024-08-23,SKU-001,7,30,3,128
2024-08-24,SKU-001,3,17,3,128
2024-08-25,SKU-001,3,28,3,128
2024-08-26,SKU-001,0,10,3,128
2024-08-27,SKU-001,0,22,3,128
2024-08-28,SKU-001,8,8,3,128
2024-08-29,SKU-001,5,18,3,128
2024-08-30,SKU-001,6,0,3,128
2024-08-31,SKU-001,6,10,3,128
2024-09-01,SKU-001,2,19,3,128
2024-09-02,SKU-001,6,4,3,128
2024-09-03,SKU-001,8,31,3,128
2024-09-04,SKU-001,11,22,3,128
2024-09-05,SKU-001,4,15,3,128
2024-09-06,SKU-001,7,26,3,128
2024-09-07,SKU-001,4,32,3,128
2024-09-08,SKU-001,8,6,3,128
2024-09-09,SKU-001,10,34,3,128
2024-09-10,SKU-001,5,11,3,128
2024-09-11,SKU-001,10,33,3,128
2024-09-12,SKU-001,0,28,3,128
2024-09-13,SKU-001,0,13,3,128
2024-09-14,SKU-001,4,31,3,128
2024-09-15,SKU-001,9,31,3,128
2024-09-16,SKU-001,2,19,3,128
2024-09-17,SKU-001,8,13,3,128
2024-09-18,SKU-001,11,28,3,128
2024-09-19,SKU-001,10,5,3,128
2024-09-20,SKU-001,1,16,3,128
2024-09-21,SKU-001,6,25,3,128
2024-09-22,SKU-001,6,24,3,128
2024-09-23,SKU-001,1,21,3,128
2024-09-24,SKU-001,11,7,3,128
2024-09-25,SKU-001,7,18,3,128
2024-09-26,SKU-001,2,3,3,128
2024-09-27,SKU-001,3,32,3,128
2024-09-28,SKU-001,11,2,3,128
2024-09-29,SKU-001,0,5,3,128
2024-09-30,SKU-001,0,9,3,128
2024-10-01,SKU-001,5,29,3,128
2024-10-02,SKU-001,6,5,3,128
2024-10-03,SKU-001,10,31,3,128
2024-10-04,SKU-001,4,17,3,128
2024-10-05,SKU-001,7,33,3,128
2024-10-06,SKU-001,5,17,3,128
2024-10-07,SKU-001,2,10,3,128
2024-10-08,SKU-001,3,14,3,128
2024-10-09,SKU-001,1,0,3,128
2024-10-10,SKU-001,11,10,3,128
2024-10-11,SKU-001,6,23,3,128
2024-10-12,SKU-001,7,9,3,128
2024-10-13,SKU-001,2,15,3,128
2024-10-14,SKU-001,3,27,3,128
2024-10-15,SKU-001,10,29,3,128
2024-10-16,SKU-001,0,19,3,128
2024-10-17,SKU-001,0,7,3,128
2024-10-18,SKU-001,10,28,3,128
2024-10-19,SKU-001,9,3,3,128
2024-10-20,SKU-001,5,6,3,128
2024-10-21,SKU-001,5,2,3,128
2024-10-22,SKU-001,4,34,3,128
2024-10-23,SKU-001,5,33,3,128
2024-10-24,SKU-001,1,4,3,128
2024-10-25,SKU-001,5,18,3,128
2024-10-26,SKU-001,3,13,3,128
2024-10-27,SKU-001,11,6,3,128
2024-10-28,SKU-001,4,2,3,128
2024-10-29,SKU-001,5,18,3,128
2024-10-30,SKU-001,2,10,3,128
2024-10-31,SKU-001,8,7,3,128
2024-11-01,SKU-001,8,31,3,128
2024-11-02,SKU-001,0,22,3,128
2024-11-03,SKU-001,0,3,3,128
2024-11-04,SKU-001,7,19,3,128
2024-11-05,SKU-001,7,21,3,128
2024-11-06,SKU-001,2,11,3,128
2024-11-07,SKU-001,9,33,3,128
2024-11-08,SKU-001,9,27,3,128
2024-11-09,SKU-001,8,0,3,128
2024-11-10,SKU-001,3,2,3,128
2024-11-11,SKU-001,6,21,3,128
2024-11-12,SKU-001,9,8,3,128
2024-11-13,SKU-001,7,0,3,128
2024-11-14,SKU-001,4,26,3,128
2024-11-15,SKU-001,7,16,3,128
2024-11-16,SKU-001,2,22,3,128
2024-11-17,SKU-001,6,4,3,128
2024-11-18,SKU-001,8,13,3,128
2024-11-19,SKU-001,0,28,3,128
2024-11-20,SKU-001,0,14,3,128
2024-11-21,SKU-001,11,32,3,128
2024-11-22,SKU-001,6,11,3,128
2024-11-23,SKU-001,9,6,3,128
2024-11-24,SKU-001,9,16,3,128
2024-11-25,SKU-001,2,27,3,128
2024-11-26,SKU-001,2,6,3,128
2024-11-27,SKU-001,6,25,3,128
2024-11-28,SKU-001,9,15,3,128
2024-11-29,SKU-001,5,23,3,128
2024-11-30,SKU-001,5,34,3,128
2024-12-01,SKU-001,6,19,3,128
2024-12-02,SKU-001,3,9,3,128
2024-12-03,SKU-001,11,10,3,128
2024-12-04,SKU-001,7,0,3,128
2024-12-05,SKU-001,1,27,3,128
2024-12-06,SKU-001,0,16,3,128
2024-12-07,SKU-001,0,9,3,128
2024-12-08,SKU-001,2,18,3,128
2024-12-09,SKU-001,8,12,3,128
2024-12-10,SKU-001,2,7,3,128
2024-12-11,SKU-001,11,31,3,128
2024-12-12,SKU-001,3,5,3,128
2024-12-13,SKU-001,10,3,3,128
2024-12-14,SKU-001,7,12,3,128
2024-12-15,SKU-001,10,26,3,128
2024-12-16,SKU-001,5,26,3,128
2024-12-17,SKU-001,3,30,3,128
2024-12-18,SKU-001,9,16,3,128
2024-12-19,SKU-001,10,6,3,128
2024-12-20,SKU-001,2,16,3,128
2024-12-21,SKU-001,1,8,3,128
2024-12-22,SKU-001,3,21,3,128
2024-12-23,SKU-001,0,13,3,128
2024-12-24,SKU-001,0,19,3,128
2024-12-25,SKU-001,10,20,3,128
2024-12-26,SKU-001,4,26,3,128
2024-12-27,SKU-001,7,33,3,128
2024-12-28,SKU-001,8,29,3,128
2024-12-29,SKU-001,6,28,3,128
2024-12-30,SKU-001,4,4,3,128
2024-12-31,SKU-001,4,11,3,128
2025-01-01,SKU-001,11,20,3,128
2025-01-02,SKU-001,7,31,3,128
2025-01-03,SKU-001,1,12,3,128
2025-01-04,SKU-001,2,20,3,128
2025-01-05,SKU-001,3,14,3,128
2025-01-06,SKU-001,2,7,3,128
2025-01-07,SKU-001,5,11,3,128
2025-01-08,SKU-001,9,6,3,128
2025-01-09,SKU-001,0,21,3,128
2025-01-10,SKU-001,0,1,3,128
2025-01-11,SKU-001,2,33,3,128
2025-01-12,SKU-001,2,18,3,128
2025-01-13,SKU-001,3,16,3,128
2025-01-14,SKU-001,3,14,3,128
2025-01-15,SKU-001,2,5,3,128
2025-01-16,SKU-001,2,1,3,128
2025-01-17,SKU-001,2,28,3,128
2025-01-18,SKU-001,6,34,3,128
2025-01-19,SKU-001,11,6,3,128
2025-01-20,SKU-001,2,23,3,128
2025-01-21,SKU-001,6,0,3,128
2025-01-22,SKU-001,10,11,3,128
2025-01-23,SKU-001,2,11,3,128
2025-01-24,SKU-001,11,30,3,128
2025-01-25,SKU-001,9,31,3,128
2025-01-26,SKU-001,0,23,3,128
2025-01-27,SKU-001,0,27,3,128
2025-01-28,SKU-001,2,17,3,128
2025-01-29,SKU-001,9,22,3,128
2025-01-30,SKU-001,3,0,3,128
2025-01-31,SKU-001,9,8,3,128
2025-02-01,SKU-001,7,17,3,128
2025-02-02,SKU-001,1,29,3,128
2025-02-03,SKU-001,1,11,3,128
2025-02-04,SKU-001,9,7,3,128
2025-02-05,SKU-001,2,12,3,128
2025-02-06,SKU-001,11,23,3,128
2025-02-07,SKU-001,10,9,3,128
2025-02-08,SKU-001,7,24,3,128
2025-02-09,SKU-001,7,1,3,128
2025-02-10,SKU-001,10,34,3,128
2025-02-11,SKU-001,5,27,3,128
2025-02-12,SKU-001,0,10,3,128
2025-02-13,SKU-001,0,23,3,128
2025-02-14,SKU-001,10,29,3,128
2025-02-15,SKU-001,2,33,3,128
2025-02-16,SKU-001,3,14,3,128
2025-02-17,SKU-001,9,31,3,128
2025-02-18,SKU-001,5,0,3,128
2025-02-19,SKU-001,1,31,3,128
2025-02-20,SKU-001,5,28,3,128
2025-02-21,SKU-001,2,16,3,128
2025-02-22,SKU-001,2,0,3,128
2025-02-23,SKU-001,3,27,3,128
2025-02-24,SKU-001,7,0,3,128
2025-02-25,SKU-001,2,25,3,128
2025-02-26,SKU-001,9,6,3,128
2025-02-27,SKU-001,10,26,3,128
2025-02-28,SKU-001,3,6,3,128
2025-03-01,SKU-001,0,9,3,128
2025-03-02,SKU-001,0,18,3,128
2025-03-03,SKU-001,10,12,3,128
2025-03-04,SKU-001,2,31,3,128
2025-03-05,SKU-001,10,30,3,128
2025-03-06,SKU-001,6,26,3,128
2025-03-07,SKU-001,8,13,3,128
2025-03-08,SKU-001,1,6,3,128
2025-03-09,SKU-001,6,0,3,128
2025-03-10,SKU-001,6,19,3,128
2025-03-11,SKU-001,4,6,3,128
2025-03-12,SKU-001,8,29,3,128
2025-03-13,SKU-001,8,10,3,128
2025-03-14,SKU-001,5,0,3,128
2025-03-15,SKU-001,5,34,3,128
2025-03-16,SKU-001,10,26,3,128
2025-03-17,SKU-001,11,31,3,128
2025-03-18,SKU-001,0,12,3,128
2025-03-19,SKU-001,0,5,3,128
2025-03-20,SKU-001,11,11,3,128
2025-03-21,SKU-001,3,22,3,128
2025-03-22,SKU-001,7,22,3,128
2025-03-23,SKU-001,8,2,3,128
2025-03-24,SKU-001,3,2,3,128
2025-03-25,SKU-001,8,34,3,128
2025-03-26,SKU-001,11,2,3,128
2025-03-27,SKU-001,3,20,3,128
2025-03-28,SKU-001,2,30,3,128
2025-03-29,SKU-001,5,25,3,128
2025-03-30,SKU-001,6,11,3,128
2025-03-31,SKU-001,10,12,3,128
2025-04-01,SKU-001,5,25,3,128
2025-04-02,SKU-001,5,10,3,128
2025-04-03,SKU-001,7,12,3,128
2025-04-04,SKU-001,0,7,3,128
2025-04-05,SKU-001,0,10,3,128
2025-04-06,SKU-001,9,8,3,128
2025-04-07,SKU-001,6,29,3,128
2025-04-08,SKU-001,8,16,3,128
2025-04-09,SKU-001,11,3,3,128
2025-04-10,SKU-001,7,12,3,128
2025-04-11,SKU-001,8,0,3,128
2025-04-12,SKU-001,7,10,3,128
2025-04-13,SKU-001,4,22,3,128
2025-04-14,SKU-001,6,32,3,128
2025-04-15,SKU-001,8,14,3,128
2025-04-16,SKU-001,4,0,3,128
2025-04-17,SKU-001,2,27,3,128
2025-04-18,SKU-001,5,10,3,128
2025-04-19,SKU-001,2,12,3,128
2025-04-20,SKU-001,8,5,3,128
2025-04-21,SKU-001,0,15,3,128
2025-04-22,SKU-001,0,8,3,128
2025-04-23,SKU-001,8,17,3,128
2025-04-24,SKU-001,1,2,3,128
2025-04-25,SKU-001,8,0,3,128
2025-04-26,SKU-001,2,10,3,128
2025-04-27,SKU-001,9,1,3,128
2025-04-28,SKU-001,5,24,3,128
2025-04-29,SKU-001,6,20,3,128
2025-04-30,SKU-001,4,0,3,128
2025-05-01,SKU-001,8,19,3,128
2025-05-02,SKU-001,10,32,3,128
2025-05-03,SKU-001,5,4,3,128
2025-05-04,SKU-001,1,33,3,128
2025-05-05,SKU-001,4,33,3,128
2025-05-06,SKU-001,3,24,3,128
2025-05-07,SKU-001,2,33,3,128
2025-05-08,SKU-001,0,5,3,128
2025-05-09,SKU-001,0,17,3,128
2025-05-10,SKU-001,5,34,3,128
2025-05-11,SKU-001,10,23,3,128
2025-05-12,SKU-001,9,19,3,128
2025-05-13,SKU-001,3,4,3,128
2025-05-14,SKU-001,6,7,3,128
2025-05-15,SKU-001,2,8,3,128
2025-05-16,SKU-001,8,27,3,128
2025-05-17,SKU-001,9,3,3,128
2025-05-18,SKU-001,9,4,3,128
2025-05-19,SKU-001,9,12,3,128
2025-05-20,SKU-001,11,28,3,128
2025-05-21,SKU-001,6,15,3,128
2025-05-22,SKU-001,6,25,3,128
2025-05-23,SKU-001,6,17,3,128
2025-05-24,SKU-001,4,21,3,128
2025-05-25,SKU-001,0,33,3,128
2025-05-26,SKU-001,0,33,3,128
2025-05-27,SKU-001,3,11,3,128
2025-05-28,SKU-001,9,2,3,128
2025-05-29,SKU-001,10,18,3,128
2025-05-30,SKU-001,4,28,3,128
2025-05-31,SKU-001,4,25,3,128
2025-06-01,SKU-001,9,7,3,128
2025-06-02,SKU-001,7,32,3,128
2025-06-03,SKU-001,6,30,3,128
2025-06-04,SKU-001,4,29,3,128
2025-06-05,SKU-001,10,17,3,128
2025-06-06,SKU-001,7,12,3,128
2025-06-07,SKU-001,1,32,3,128
2025-06-08,SKU-001,9,20,3,128
2025-06-09,SKU-001,6,8,3,128
2025-06-10,SKU-001,1,1,3,128
2025-06-11,SKU-001,0,7,3,128
2025-06-12,SKU-001,0,14,3,128
2025-06-13,SKU-001,3,21,3,128
2025-06-14,SKU-001,5,12,3,128
2025-06-15,SKU-001,9,5,3,128
2025-06-16,SKU-001,11,16,3,128
2025-06-17,SKU-001,4,25,3,128
2025-06-18,SKU-001,9,6,3,128
2025-06-19,SKU-001,5,3,3,128
2025-06-20,SKU-001,7,26,3,128
2025-06-21,SKU-001,7,13,3,128
2025-06-22,SKU-001,3,1,3,128
2025-06-23,SKU-001,9,19,3,128
2025-06-24,SKU-001,11,21,3,128
2025-06-25,SKU-001,5,27,3,128
2025-06-26,SKU-001,1,32,3,128
2025-06-27,SKU-001,11,15,3,128
2025-06-28,SKU-001,0,14,3,128
2025-06-29,SKU-001,0,26,3,128
2025-06-30,SKU-001,6,18,3,128
2025-07-01,SKU-001,10,2,3,128
2025-07-02,SKU-001,8,27,3,128
2025-07-03,SKU-001,11,19,3,128
2025-07-04,SKU-001,11,23,3,128
2025-07-05,SKU-001,5,3,3,128
2025-07-06,SKU-001,7,19,3,128
2025-07-07,SKU-001,4,8,3,128
2025-07-08,SKU-001,3,11,3,128
2025-07-09,SKU-001,6,8,3,128
2025-07-10,SKU-001,2,25,3,128
2025-07-11,SKU-001,9,33,3,128
2025-07-12,SKU-001,6,32,3,128
2025-07-13,SKU-001,1,12,3,128
2024-01-01,SKU-002,0,8,4,170
2024-01-02,SKU-002,1,9,4,170
2024-01-03,SKU-002,10,7,4,170
2024-01-04,SKU-002,10,13,4,170
2024-01-05,SKU-002,2,4,4,170
2024-01-06,SKU-002,9,1,4,170
2024-01-07,SKU-002,1,25,4,170
2024-01-08,SKU-002,6,14,4,170
2024-01-09,SKU-002,8,31,4,170
2024-01-10,SKU-002,7,16,4,170
2024-01-11,SKU-002,1,11,4,170
2024-01-12,SKU-002,8,11,4,170
2024-01-13,SKU-002,3,20,4,170
2024-01-14,SKU-002,9,17,4,170
2024-01-15,SKU-002,1,33,4,170
2024-01-16,SKU-002,9,18,4,170
2024-01-17,SKU-002,0,25,4,170
2024-01-18,SKU-002,0,10,4,170
2024-01-19,SKU-002,2,3,4,170
2024-01-20,SKU-002,11,11,4,170
2024-01-21,SKU-002,11,2,4,170
2024-01-22,SKU-002,6,9,4,170
2024-01-23,SKU-002,7,16,4,170
2024-01-24,SKU-002,1,18,4,170
2024-01-25,SKU-002,6,25,4,170
2024-01-26,SKU-002,8,16,4,170
2024-01-27,SKU-002,2,24,4,170
2024-01-28,SKU-002,3,16,4,170
2024-01-29,SKU-002,7,32,4,170
2024-01-30,SKU-002,7,34,4,170
2024-01-31,SKU-002,4,4,4,170
2024-02-01,SKU-002,4,27,4,170
2024-02-02,SKU-002,8,13,4,170
2024-02-03,SKU-002,0,24,4,170
2024-02-04,SKU-002,0,33,4,170
2024-02-05,SKU-002,10,33,4,170
2024-02-06,SKU-002,3,33,4,170
2024-02-07,SKU-002,3,20,4,170
2024-02-08,SKU-002,11,2,4,170
2024-02-09,SKU-002,10,24,4,170
2024-02-10,SKU-002,1,1,4,170
2024-02-11,SKU-002,11,28,4,170
2024-02-12,SKU-002,10,24,4,170
2024-02-13,SKU-002,6,9,4,170
2024-02-14,SKU-002,2,21,4,170
2024-02-15,SKU-002,2,0,4,170
2024-02-16,SKU-002,11,5,4,170
2024-02-17,SKU-002,8,27,4,170
2024-02-18,SKU-002,4,0,4,170
2024-02-19,SKU-002,11,18,4,170
2024-02-20,SKU-002,0,4,4,170
2024-02-21,SKU-002,0,17,4,170
2024-02-22,SKU-002,10,21,4,170
2024-02-23,SKU-002,3,2,4,170
2024-02-24,SKU-002,11,10,4,170
2024-02-25,SKU-002,3,9,4,170
2024-02-26,SKU-002,8,29,4,170
2024-02-27,SKU-002,3,33,4,170
2024-02-28,SKU-002,6,5,4,170
2024-02-29,SKU-002,3,31,4,170
2024-03-01,SKU-002,11,26,4,170
2024-03-02,SKU-002,2,17,4,170
2024-03-03,SKU-002,9,33,4,170
2024-03-04,SKU-002,4,33,4,170
2024-03-05,SKU-002,1,15,4,170
2024-03-06,SKU-002,4,32,4,170
2024-03-07,SKU-002,5,19,4,170
2024-03-08,SKU-002,0,33,4,170
2024-03-09,SKU-002,0,28,4,170
2024-03-10,SKU-002,7,12,4,170
2024-03-11,SKU-002,9,29,4,170
2024-03-12,SKU-002,10,24,4,170
2024-03-13,SKU-002,1,2,4,170
2024-03-14,SKU-002,6,0,4,170
2024-03-15,SKU-002,6,13,4,170
2024-03-16,SKU-002,5,24,4,170
2024-03-17,SKU-002,7,28,4,170
2024-03-18,SKU-002,4,13,4,170
2024-03-19,SKU-002,5,29,4,170
2024-03-20,SKU-002,4,18,4,170
2024-03-21,SKU-002,7,18,4,170
2024-03-22,SKU-002,3,20,4,170
2024-03-23,SKU-002,8,6,4,170
2024-03-24,SKU-002,10,34,4,170
2024-03-25,SKU-002,0,11,4,170
2024-03-26,SKU-002,0,12,4,170
2024-03-27,SKU-002,9,4,4,170
2024-03-28,SKU-002,9,19,4,170
2024-03-29,SKU-002,4,33,4,170
2024-03-30,SKU-002,9,19,4,170
2024-03-31,SKU-002,6,24,4,170
2024-04-01,SKU-002,11,16,4,170
2024-04-02,SKU-002,11,26,4,170
2024-04-03,SKU-002,4,27,4,170
2024-04-04,SKU-002,5,30,4,170
2024-04-05,SKU-002,9,15,4,170
2024-04-06,SKU-002,4,16,4,170
2024-04-07,SKU-002,1,14,4,170
2024-04-08,SKU-002,3,33,4,170
2024-04-09,SKU-002,8,0,4,170
2024-04-10,SKU-002,2,16,4,170
2024-04-11,SKU-002,0,28,4,170
2024-04-12,SKU-002,0,13,4,170
