date,sku_id,units_sold,revenue,unit_price,promo_flag
2022-01-03,SKU04453,3,796.74,265.58,
2022-01-03,SKU04596,1,335.55,335.55,
2022-01-04,SKU00286,1,64.45,64.45,
2022-01-04,SKU00432,2,3955.3,1977.65,
2022-01-04,SKU01494,3,3410.19,1136.73,
2022-01-04,SKU02099,2,320.3,160.15,
2022-01-04,SKU02156,2,369.58,184.79,
2022-01-04,SKU02225,1,1087.98,1087.98,
2022-01-04,SKU03287,2,321.02,160.51,
2022-01-04,SKU04447,5,5953.2,1190.64,
2022-01-05,SKU00538,2,2202.14,1101.07,
2022-01-05,SKU01317,4,2579.32,644.83,
2022-01-05,SKU01610,5,2898.1,579.62,
2022-01-05,SKU02609,2,783.7,391.85,
2022-01-05,SKU02669,1,67.5,67.5,
2022-01-05,SKU02978,2,3623.92,1811.96,
2022-01-05,SKU03680,1,169.14,169.14,
2022-01-05,SKU03840,1,255.12,255.12,
2022-01-05,SKU04206,4,2668.72,667.18,
2022-01-05,SKU04280,1,318.92,318.92,
2022-01-05,SKU04295,1,2337.99,2337.99,
2022-01-05,SKU04980,1,1147.16,1147.16,
2022-01-06,SKU00500,3,3793.74,1264.58,
2022-01-06,SKU01009,1,223.42,223.42,
2022-01-06,SKU01165,2,1993.04,996.52,
2022-01-06,SKU01232,2,832.9,416.45,
2022-01-06,SKU01485,1,476.18,476.18,
2022-01-06,SKU01949,1,1243.2,1243.2,
2022-01-06,SKU02141,2,943.76,471.88,
2022-01-06,SKU02930,1,170.16,170.16,
2022-01-06,SKU03199,3,234.24,78.08,
2022-01-06,SKU03344,2,1883.72,941.86,
2022-01-06,SKU03434,1,108.68,108.68,
2022-01-06,SKU03943,2,432.38,216.19,
2022-01-06,SKU04105,2,929.56,464.78,
2022-01-06,SKU04159,2,4376.72,2188.36,
2022-01-06,SKU04166,1,263.67,263.67,
2022-01-06,SKU04373,3,3101.07,1033.69,
2022-01-06,SKU04524,1,1741.19,1741.19,
2022-01-06,SKU04596,1,335.55,335.55,
2022-01-07,SKU00086,1,2786.01,2786.01,
2022-01-07,SKU00604,2,159.04,79.52,
2022-01-07,SKU00793,4,4200.68,1050.17,
2022-01-07,SKU01555,3,331.08,110.36,
2022-01-07,SKU01613,3,528.96,176.32000000000002,
2022-01-07,SKU01775,1,204.15,204.15,
2022-01-07,SKU02058,1,521.75,521.75,
2022-01-07,SKU02769,1,725.22,725.22,
2022-01-07,SKU02836,2,2289.54,1144.77,
2022-01-07,SKU03025,1,396.16,396.16,
2022-01-07,SKU03215,1,169.43,169.43,
2022-01-07,SKU03278,2,3238.4,1619.2,
2022-01-07,SKU03532,3,283.65,94.55,
2022-01-07,SKU04016,1,1492.65,1492.65,
2022-01-07,SKU04242,1,1092.68,1092.68,
2022-01-07,SKU04333,1,777.72,777.72,
2022-01-07,SKU04548,1,139.81,139.81,
2022-01-08,SKU00152,1,1830.31,1830.31,
2022-01-08,SKU00339,1,1884.44,1884.44,
2022-01-08,SKU00360,1,86.25,86.25,
2022-01-08,SKU00798,1,138.98,138.98,
2022-01-08,SKU01258,5,10733.85,2146.77,
2022-01-08,SKU01371,1,1277.61,1277.61,
2022-01-08,SKU01530,3,887.73,295.91,
2022-01-08,SKU01983,2,1061.84,530.92,
2022-01-08,SKU04032,1,203.7,203.7,
2022-01-08,SKU04041,5,2879.65,575.93,
2022-01-08,SKU04321,1,961.3,961.3,
2022-01-08,SKU04621,3,810.6,270.2,
2022-01-09,SKU00328,1,204.97,204.97,
2022-01-09,SKU00421,1,52.21,52.21,
2022-01-09,SKU00656,2,3741.4,1870.7,
2022-01-09,SKU01009,1,223.42,223.42,
2022-01-09,SKU02751,2,1296.14,648.07,
2022-01-09,SKU02854,1,173.3,173.3,
2022-01-09,SKU04019,1,496.8,496.8,
2022-01-09,SKU04271,4,4753.2,1188.3,
2022-01-09,SKU04321,2,1922.6,961.3,
2022-01-09,SKU04416,1,600.57,600.57,
2022-01-09,SKU04869,1,1157.49,1157.49,
2022-01-09,SKU04883,2,799.62,399.81,
2022-01-10,SKU00509,3,714.69,238.23,
2022-01-10,SKU00830,1,290.01,290.01,
2022-01-10,SKU01281,2,363.02,181.51,
2022-01-10,SKU01421,2,497.18,248.59,
2022-01-10,SKU02268,3,616.41,205.47,
2022-01-10,SKU02389,1,830.82,830.82,
2022-01-10,SKU02449,3,413.49,137.83,
2022-01-10,SKU02521,3,5370.3,1790.0999999999997,
2022-01-10,SKU03098,1,142.36,142.36,
2022-01-10,SKU04191,1,106.7,106.7,
2022-01-11,SKU00250,1,322.41,322.41,
2022-01-11,SKU00264,5,1213.7,242.74,
2022-01-11,SKU00742,3,7671.06,2557.02,
2022-01-11,SKU01290,4,346.48,86.62,
2022-01-11,SKU01775,1,204.15,204.15,
2022-01-11,SKU02340,1,234.67,234.67,
2022-01-11,SKU02740,2,208.44,104.22,
2022-01-11,SKU02873,4,1531.52,382.88,
2022-01-11,SKU03030,1,108.63,108.63,
2022-01-11,SKU03490,1,1217.06,1217.06,
2022-01-11,SKU03610,2,925.88,462.94,
2022-01-11,SKU04042,2,485.58,242.79,
2022-01-11,SKU04140,1,331.4,331.4,
2022-01-11,SKU04264,2,5136.9,2568.45,
2022-01-11,SKU04321,5,4806.5,961.3,
2022-01-11,SKU04596,1,335.55,335.55,
2022-01-11,SKU04666,3,354.21,118.07,
2022-01-12,SKU00110,5,1434.35,286.87,
2022-01-12,SKU00845,1,670.83,670.83,
2022-01-12,SKU00982,1,1475.54,1475.54,
2022-01-12,SKU02022,1,1330.54,1330.54,
2022-01-12,SKU02723,2,6085.9,3042.95,
2022-01-12,SKU02891,1,514.58,514.58,
2022-01-12,SKU03330,2,2311.16,1155.58,
2022-01-12,SKU03427,4,3228.48,807.12,
2022-01-12,SKU03540,1,203.99,203.99,
2022-01-12,SKU04016,1,1492.65,1492.65,
2022-01-12,SKU04321,3,2883.8999999999996,961.2999999999998,
2022-01-12,SKU04344,1,201.81,201.81,
2022-01-13,SKU00063,1,1612.54,1612.54,
2022-01-13,SKU01045,4,1805.16,451.29,
2022-01-13,SKU01189,3,6899.4,2299.8,
2022-01-13,SKU01507,1,220.84,220.84,
2022-01-13,SKU01578,1,540.35,540.35,
2022-01-13,SKU01878,1,98.98,98.98,
2022-01-13,SKU02434,1,733.61,733.61,
2022-01-13,SKU02791,4,1940.0,485.0,
2022-01-13,SKU03196,1,837.3,837.3,
2022-01-13,SKU03292,1,164.03,164.03,
2022-01-13,SKU03341,1,163.6,163.6,
2022-01-13,SKU04046,2,229.66,114.83,
2022-01-13,SKU04318,2,411.0,205.5,
2022-01-13,SKU04321,2,1922.6,961.3,
2022-01-13,SKU04341,1,67.39,67.39,
2022-01-13,SKU04508,2,751.1,375.55,
2022-01-13,SKU04786,4,4088.72,1022.18,
2022-01-13,SKU04960,2,313.26,156.63,
2022-01-14,SKU00020,1,109.5,109.5,
2022-01-14,SKU00029,2,3974.36,1987.18,
2022-01-14,SKU00412,3,1881.45,627.15,
2022-01-14,SKU00611,1,114.26,114.26,
2022-01-14,SKU00857,3,1347.9,449.3,
2022-01-14,SKU01870,3,678.48,226.16,
2022-01-14,SKU01904,2,561.44,280.72,
2022-01-14,SKU02323,1,422.47,422.47,
2022-01-14,SKU02533,1,508.42,508.42,
2022-01-14,SKU02849,3,219.9,73.3,
2022-01-14,SKU03252,1,478.33,478.33,
2022-01-14,SKU03425,4,809.92,202.48,
2022-01-14,SKU04063,1,471.49,471.49,
2022-01-14,SKU04253,1,130.21,130.21,
2022-01-14,SKU04305,2,1564.44,782.22,
2022-01-14,SKU04446,1,142.26,142.26,
2022-01-14,SKU04504,2,390.06,195.03,
2022-01-14,SKU04596,3,1006.65,335.55,
2022-01-14,SKU04738,2,1536.78,768.39,
2022-01-14,SKU04939,3,519.96,173.32000000000002,
2022-01-15,SKU00258,1,91.98,91.98,
2022-01-15,SKU01182,1,2365.65,2365.65,
2022-01-15,SKU01220,1,872.06,872.06,
2022-01-15,SKU01773,1,2961.29,2961.29,
2022-01-15,SKU01905,3,6064.47,2021.49,
2022-01-15,SKU02557,1,2280.46,2280.46,
2022-01-15,SKU02979,3,1421.82,473.94,
2022-01-15,SKU03643,1,259.02,259.02,
2022-01-15,SKU04321,3,2883.9,961.2999999999998,
2022-01-15,SKU04596,3,1006.65,335.55,
2022-01-16,SKU00334,2,2954.9,1477.45,
2022-01-16,SKU00376,1,207.45,207.45,
2022-01-16,SKU00529,1,604.91,604.91,
2022-01-16,SKU00628,1,135.8,135.8,
2022-01-16,SKU00994,4,2408.52,602.13,
2022-01-16,SKU01466,2,68.58,34.29,
2022-01-16,SKU01993,2,284.34,142.17,
2022-01-16,SKU02308,2,186.7,93.35,
2022-01-16,SKU02648,1,883.45,883.45,
2022-01-16,SKU02788,1,1455.54,1455.54,
2022-01-16,SKU02791,3,1455.0,485.0,
2022-01-16,SKU04571,5,4342.6,868.5200000000001,
2022-01-17,SKU00002,3,211.14,70.38,
2022-01-17,SKU00061,2,499.7,249.85,
2022-01-17,SKU00062,1,499.45,499.45,
2022-01-17,SKU00169,1,95.37,95.37,
2022-01-17,SKU00422,3,829.89,276.63,
2022-01-17,SKU00947,2,1268.1,634.05,
2022-01-17,SKU00970,4,1416.16,354.04,
2022-01-17,SKU01885,1,307.39,307.39,
2022-01-17,SKU02352,1,86.07,86.07,
2022-01-17,SKU02428,1,151.98,151.98,
2022-01-17,SKU02571,1,1189.94,1189.94,
2022-01-17,SKU02575,1,1652.6,1652.6,
2022-01-17,SKU02973,3,728.88,242.96,
2022-01-17,SKU03050,1,274.23,274.23,
2022-01-17,SKU03662,2,551.08,275.54,
2022-01-17,SKU03727,7,11626.51,1660.93,
2022-01-17,SKU03851,3,298.5,99.5,
2022-01-17,SKU04321,4,3845.2,961.3,
2022-01-18,SKU00255,1,158.86,158.86,
2022-01-18,SKU00531,3,8849.88,2949.9600000000005,
2022-01-18,SKU00660,1,304.22,304.22,
2022-01-18,SKU01870,1,226.16,226.16,
2022-01-18,SKU02031,1,1821.78,1821.78,
2022-01-18,SKU03078,1,362.84,362.84,
2022-01-18,SKU03106,1,127.35,127.35,
2022-01-18,SKU03707,2,494.74,247.37,
2022-01-18,SKU04321,6,5767.8,961.3000000000001,
2022-01-18,SKU04596,1,335.55,335.55,
2022-01-18,SKU04978,1,230.93,230.93,
2022-01-19,SKU00166,2,1661.54,830.77,
2022-01-19,SKU01098,1,69.89,69.89,
2022-01-19,SKU01514,2,1740.22,870.11,
2022-01-19,SKU01537,4,1998.88,499.72,
2022-01-19,SKU01606,3,563.61,187.87,
2022-01-19,SKU01730,2,201.8,100.9,
2022-01-19,SKU02097,1,894.0,894.0,
2022-01-19,SKU02979,1,473.94,473.94,
2022-01-20,SKU00062,2,998.9,499.45,
2022-01-20,SKU00079,3,593.7,197.9,
2022-01-20,SKU00286,2,128.9,64.45,
2022-01-20,SKU00416,2,150.24,75.12,
2022-01-20,SKU00540,1,3406.69,3406.69,
2022-01-20,SKU01159,2,722.56,361.28,
2022-01-20,SKU01685,4,541.08,135.27,
2022-01-20,SKU02678,2,318.14,159.07,
2022-01-20,SKU02682,1,2202.3,2202.3,
2022-01-20,SKU02959,1,1901.51,1901.51,
2022-01-20,SKU03025,5,1980.8,396.16,
2022-01-20,SKU03166,4,1335.32,333.83,
2022-01-20,SKU03567,1,458.98,458.98,
2022-01-20,SKU03901,2,220.9,110.45,
2022-01-20,SKU04135,2,256.24,128.12,
2022-01-20,SKU04381,1,192.07,192.07,
2022-01-20,SKU04562,1,1316.91,1316.91,
2022-01-21,SKU01478,1,842.96,842.96,
2022-01-21,SKU01784,1,168.81,168.81,
2022-01-21,SKU01859,1,1895.5,1895.5,
2022-01-21,SKU01943,1,1053.43,1053.43,
2022-01-21,SKU02071,3,539.82,179.93999999999997,
2022-01-21,SKU03502,2,200.2,100.1,
2022-01-21,SKU04851,1,86.17,86.17,
2022-01-21,SKU04986,2,127.36,63.68,
2022-01-22,SKU00007,1,129.75,129.75,
2022-01-22,SKU00079,1,197.9,197.9,
2022-01-22,SKU00498,1,564.17,564.17,
2022-01-22,SKU00499,1,110.32,110.32,
2022-01-22,SKU00539,2,399.26,199.63,
2022-01-22,SKU01021,2,2486.94,1243.47,
2022-01-22,SKU01045,3,1353.87,451.29,
2022-01-22,SKU01544,1,131.34,131.34,
2022-01-22,SKU01979,2,348.02,174.01,
2022-01-22,SKU02056,3,4199.16,1399.72,
2022-01-22,SKU02208,5,810.7,162.14,
2022-01-22,SKU02265,3,2540.28,846.7599999999999,
2022-01-22,SKU02433,1,89.32,89.32,
2022-01-22,SKU02686,1,364.96,364.96,
2022-01-22,SKU02740,2,208.44,104.22,
2022-01-22,SKU02924,1,1530.37,1530.37,
2022-01-22,SKU03423,3,1163.52,387.84,
2022-01-22,SKU03488,2,272.88,136.44,
2022-01-22,SKU04321,3,2883.9,961.2999999999998,
2022-01-23,SKU00006,1,1413.92,1413.92,
2022-01-23,SKU00084,2,2617.28,1308.64,
2022-01-23,SKU00264,5,1213.7,242.74,
2022-01-23,SKU00355,3,432.63,144.21,
2022-01-23,SKU00513,1,234.2,234.2,
2022-01-23,SKU00595,1,2693.97,2693.97,
2022-01-23,SKU00857,1,449.3,449.3,
2022-01-23,SKU01435,1,1037.9,1037.9,
2022-01-23,SKU01462,2,129.2,64.6,
2022-01-23,SKU01531,2,461.64,230.82,
2022-01-23,SKU02692,2,2547.56,2095.03,1
2022-01-23,SKU03638,1,133.01,133.01,
2022-01-23,SKU04321,5,4806.5,961.3,
2022-01-23,SKU04530,2,486.18,243.09,
2022-01-23,SKU04551,1,2498.23,2498.23,
2022-01-23,SKU04642,1,330.34,330.34,
2022-01-23,SKU04926,1,458.92,458.92,
2022-01-24,SKU00002,1,70.38,70.38,
2022-01-24,SKU00037,1,109.86,109.86,
2022-01-24,SKU00038,1,377.52,377.52,
2022-01-24,SKU00048,3,335.04,111.68,
2022-01-24,SKU00285,1,505.67,505.67,
2022-01-24,SKU00752,1,417.09,417.09,
2022-01-24,SKU02745,1,241.52,241.52,
2022-01-24,SKU02821,1,965.81,965.81,
2022-01-24,SKU03676,3,4178.16,1392.72,
2022-01-24,SKU04041,2,1151.86,575.93,
2022-01-24,SKU04743,2,771.78,385.89,
2022-01-25,SKU00860,2,1360.34,680.17,
2022-01-25,SKU01096,1,79.71,79.71,
2022-01-25,SKU01688,2,317.3,158.65,
2022-01-25,SKU02079,1,153.65,153.65,
2022-01-25,SKU02167,1,189.86,189.86,
2022-01-25,SKU02306,2,393.24,196.62,
2022-01-25,SKU02847,1,259.88,259.88,
2022-01-25,SKU02983,4,4250.84,1062.71,
2022-01-25,SKU03274,1,156.95,156.95,
2022-01-25,SKU03408,2,500.26,250.13,
2022-01-25,SKU04426,3,6167.34,2055.78,
2022-01-25,SKU04712,2,4349.32,2174.66,
2022-01-26,SKU00530,3,199.02,66.34,
2022-01-26,SKU00682,2,277.9,138.95,
2022-01-26,SKU00737,1,436.92,436.92,
2022-01-26,SKU01746,3,3220.35,1073.45,
2022-01-26,SKU01794,2,795.98,397.99,
2022-01-26,SKU02158,1,96.52,96.52,
2022-01-26,SKU03700,2,171.64,85.82,
2022-01-26,SKU03893,2,3287.1,1643.55,
2022-01-26,SKU04321,1,961.3,961.3,
2022-01-26,SKU04570,1,122.7,122.7,
2022-01-26,SKU04596,1,335.55,335.55,
2022-01-27,SKU00285,1,505.67,505.67,
2022-01-27,SKU00781,1,459.08,459.08,
2022-01-27,SKU00823,2,366.06,183.03,
2022-01-27,SKU01091,1,650.81,650.81,
2022-01-27,SKU01568,1,363.73,363.73,
2022-01-27,SKU02467,4,1016.64,254.16,
2022-01-27,SKU02485,1,227.4,227.4,
2022-01-27,SKU02809,1,532.18,532.18,
2022-01-27,SKU02858,1,90.7,90.7,
2022-01-27,SKU04321,2,1922.6,961.3,
2022-01-27,SKU04663,2,1431.46,715.73,
2022-01-27,SKU04875,1,1349.03,1349.03,
2022-01-28,SKU00340,2,469.32,234.66,
2022-01-28,SKU00448,1,1318.48,1318.48,
2022-01-28,SKU00845,1,670.83,670.83,
2022-01-28,SKU00865,2,714.74,357.37,
2022-01-28,SKU01420,1,213.65,213.65,
2022-01-28,SKU01531,4,923.28,230.82,
2022-01-28,SKU01690,1,721.65,721.65,
2022-01-28,SKU01708,3,2161.53,720.5099999999999,
2022-01-28,SKU02004,1,925.67,925.67,
2022-01-28,SKU02111,4,701.24,175.31,
2022-01-28,SKU02662,4,515.64,128.91,
2022-01-28,SKU03203,2,365.24,182.62,
2022-01-28,SKU03292,3,492.09,164.03,
2022-01-28,SKU03476,2,828.63,681.44,1
2022-01-28,SKU03546,1,496.17,496.17,
2022-01-28,SKU03659,1,484.55,484.55,
2022-01-28,SKU04235,1,205.43,205.43,
2022-01-28,SKU04381,4,768.28,192.07,
2022-01-28,SKU04463,1,1282.18,1282.18,
2022-01-28,SKU04547,5,1719.4,343.88,
2022-01-28,SKU04743,1,385.89,385.89,
2022-01-29,SKU00487,1,209.96,209.96,
2022-01-29,SKU00942,2,345.8,172.9,
2022-01-29,SKU01048,3,288.54,96.18,
2022-01-29,SKU01234,4,9708.28,2427.07,
2022-01-29,SKU01528,4,630.44,157.61,
2022-01-29,SKU01545,1,186.61,186.61,
2022-01-29,SKU01983,2,1061.84,530.92,
2022-01-29,SKU02141,1,471.88,471.88,
2022-01-29,SKU02482,2,1578.31,1297.95,1
2022-01-29,SKU02655,2,133.82,66.91,
2022-01-29,SKU03302,2,852.14,426.07,
2022-01-29,SKU03531,2,2154.91,1772.13,1
2022-01-29,SKU04016,1,907.53,1492.65,1
2022-01-29,SKU04228,2,158.52,79.26,
2022-01-29,SKU04383,1,958.61,1576.66,1
2022-01-29,SKU04596,3,1006.65,335.55,
2022-01-30,SKU00050,2,68.16,34.08,
2022-01-30,SKU01030,2,449.0,224.5,
2022-01-30,SKU02179,2,390.74,195.37,
2022-01-30,SKU02532,3,319.6,115.67,1
2022-01-30,SKU02640,1,1563.22,1563.22,
2022-01-30,SKU03496,1,377.16,377.16,
2022-01-30,SKU03535,2,357.24,178.62,
2022-01-30,SKU03604,2,245.24,122.62,
2022-01-30,SKU03756,1,1150.76,1150.76,
2022-01-30,SKU04096,3,466.95,155.65,
2022-01-30,SKU04321,2,1922.6,961.3,
2022-01-30,SKU04870,2,656.36,328.18,
2022-01-31,SKU00479,2,1321.64,660.82,
2022-01-31,SKU00700,2,1623.08,811.54,
2022-01-31,SKU01245,2,76.36,38.18,
2022-01-31,SKU01278,2,2313.1,1156.55,
2022-01-31,SKU02068,4,999.56,249.89,
2022-01-31,SKU02342,1,143.15,143.15,
2022-01-31,SKU02785,2,2273.16,1136.58,
2022-01-31,SKU03011,4,401.89,109.09,1
2022-01-31,SKU03137,1,152.18,165.23,1
2022-01-31,SKU03209,1,76.6,76.6,
2022-01-31,SKU03341,1,150.68,163.6,1
2022-01-31,SKU03704,1,370.99,370.99,
2022-01-31,SKU03918,3,578.19,192.73,
2022-01-31,SKU03995,1,163.72,177.76,1
2022-01-31,SKU04551,1,2498.23,2498.23,
2022-02-01,SKU00349,1,240.42,240.42,
2022-02-01,SKU00373,3,252.96,84.32,
2022-02-01,SKU00538,3,3303.21,1101.07,
2022-02-01,SKU01854,1,225.3,225.3,
2022-02-01,SKU02178,1,188.27,188.27,
2022-02-01,SKU02577,2,221.89,120.46,1
2022-02-01,SKU02705,4,13074.2,3268.55,
2022-02-01,SKU02740,3,312.66,104.21999999999998,
2022-02-01,SKU03098,1,131.11,142.36,1
2022-02-01,SKU03672,1,193.3,193.3,
2022-02-01,SKU03891,1,159.69,159.69,
2022-02-01,SKU04166,3,791.01,263.67,
2022-02-01,SKU04275,1,240.04,240.04,
2022-02-01,SKU04321,3,2883.9,961.2999999999998,
2022-02-01,SKU04802,1,237.57,237.57,
2022-02-02,SKU00002,1,70.38,70.38,
2022-02-02,SKU00050,2,68.16,34.08,
2022-02-02,SKU00285,2,1011.34,505.67,
2022-02-02,SKU00590,2,825.34,412.67,
2022-02-02,SKU01556,2,3402.76,1701.38,
2022-02-02,SKU01652,1,193.07,193.07,
2022-02-02,SKU01730,3,278.79,100.90000000000002,1
2022-02-02,SKU02141,1,471.88,471.88,
2022-02-02,SKU02314,1,471.33,471.33,
2022-02-02,SKU03196,1,837.3,837.3,
2022-02-02,SKU03671,1,84.25,91.48,1
2022-02-02,SKU03695,1,209.27,209.27,
2022-02-02,SKU04321,3,2883.9,961.2999999999998,
2022-02-02,SKU04358,3,1290.48,430.16,
2022-02-02,SKU04359,1,231.83,231.83,
2022-02-02,SKU04538,2,430.68,215.34,
2022-02-02,SKU04847,1,630.96,630.96,
2022-02-02,SKU04963,2,248.22,124.11,
2022-02-03,SKU00936,1,1788.45,1788.45,
2022-02-03,SKU01129,2,659.34,329.67,
2022-02-03,SKU01745,1,112.59,122.25,1
2022-02-03,SKU02087,2,125.96,62.98,
2022-02-03,SKU02412,2,1445.14,722.57,
2022-02-03,SKU02651,2,1702.82,851.41,
2022-02-03,SKU02697,2,585.36,292.68,
2022-02-03,SKU02726,1,829.86,829.86,
2022-02-03,SKU03199,4,287.65,78.08,1
2022-02-03,SKU03855,2,1367.8,683.9,
2022-02-03,SKU03942,2,480.92,240.46,
2022-02-03,SKU04017,3,358.47,119.49,
2022-02-03,SKU04067,3,445.32,148.44,
2022-02-03,SKU04105,1,464.78,464.78,
2022-02-03,SKU04331,3,884.43,294.81,
2022-02-03,SKU04626,1,468.52,468.52,
2022-02-04,SKU00982,4,5902.16,1475.54,
2022-02-04,SKU01408,1,2419.63,2419.63,
2022-02-04,SKU02885,2,219.09,118.94,1
2022-02-04,SKU03106,4,509.4,127.35,
2022-02-04,SKU03292,1,164.03,164.03,
2022-02-04,SKU03302,1,426.07,426.07,
2022-02-04,SKU03562,5,257.05,51.40999999999999,
2022-02-04,SKU03769,4,385.32,96.33,
2022-02-04,SKU03860,1,99.35,107.87,1
2022-02-04,SKU03928,1,257.61,501.18,1
2022-02-04,SKU04072,4,696.12,174.03,
2022-02-04,SKU04290,1,199.57,199.57,
2022-02-04,SKU04632,1,458.69,892.4,1
2022-02-05,SKU00062,2,998.9,499.45,
2022-02-05,SKU00097,2,2207.42,1103.71,
2022-02-05,SKU00813,1,1860.66,1860.66,
2022-02-05,SKU00845,5,3354.15,670.83,
2022-02-05,SKU00877,1,157.68,157.68,
2022-02-05,SKU00994,2,1204.26,602.13,
2022-02-05,SKU01110,1,1608.9,1608.9,
2022-02-05,SKU01291,3,1888.35,629.45,
2022-02-05,SKU01534,2,5929.14,2964.57,
2022-02-05,SKU01550,2,68.96,34.48,
2022-02-05,SKU01772,1,252.57,252.57,
2022-02-05,SKU02991,1,106.67,106.67,
2022-02-05,SKU03232,3,6671.52,2223.84,
2022-02-05,SKU03532,2,189.1,94.55,
2022-02-05,SKU03586,2,280.1,140.05,
2022-02-05,SKU03702,2,947.3,473.65,
2022-02-05,SKU04321,6,5767.799999999999,961.2999999999998,
2022-02-05,SKU04646,3,247.14,82.38,
2022-02-06,SKU00190,1,145.42,145.42,
2022-02-06,SKU00714,3,4979.28,1659.76,
2022-02-06,SKU00862,2,3491.0,1745.5,
2022-02-06,SKU01325,1,267.7,267.7,
2022-02-06,SKU02465,1,99.24,107.75,1
2022-02-06,SKU02497,2,940.06,470.03,
2022-02-06,SKU02778,1,171.19,171.19,
2022-02-06,SKU03688,1,345.23,671.66,1
2022-02-06,SKU03945,2,280.04,140.02,
2022-02-06,SKU04159,2,4376.72,2188.36,
2022-02-07,SKU00002,1,70.38,70.38,
2022-02-07,SKU00368,1,255.9,255.9,
2022-02-07,SKU00591,1,721.88,721.88,
2022-02-07,SKU00791,1,565.04,565.04,
2022-02-07,SKU01370,1,195.01,195.01,
2022-02-07,SKU02368,2,1698.78,849.39,
2022-02-07,SKU02622,1,346.96,346.96,
2022-02-07,SKU02894,1,276.72,276.72,
2022-02-07,SKU03292,1,164.03,164.03,
2022-02-07,SKU03568,1,252.26,252.26,
2022-02-07,SKU04162,1,364.89,364.89,
2022-02-07,SKU04596,2,671.1,335.55,
2022-02-08,SKU00443,1,89.0,89.0,
2022-02-08,SKU00445,1,87.15,87.15,
2022-02-08,SKU00455,1,1343.21,1343.21,
2022-02-08,SKU00605,2,840.88,420.44,
2022-02-08,SKU00625,1,362.43,362.43,
2022-02-08,SKU01359,1,303.38,303.38,
2022-02-08,SKU01796,3,208.14,75.33,1
2022-02-08,SKU02806,4,328.12,82.03,
2022-02-08,SKU03536,1,117.07,127.11,1
2022-02-08,SKU04010,4,1013.24,253.31,
2022-02-08,SKU04032,4,814.8,203.7,
2022-02-08,SKU04321,3,2883.8999999999996,961.2999999999998,
2022-02-08,SKU04914,1,217.83,423.79,1
2022-02-09,SKU00953,2,547.98,273.99,
2022-02-09,SKU01026,3,1193.82,397.94,
2022-02-09,SKU01271,1,230.92,230.92,
2022-02-09,SKU02838,5,3279.25,655.85,
2022-02-09,SKU03090,2,281.78,140.89,
2022-02-09,SKU03105,1,160.13,160.13,
2022-02-09,SKU03799,2,544.08,272.04,
2022-02-09,SKU04042,3,728.37,242.79,
