period,iso_year,iso_week,sku_id,forecast_units,model_name,low_confidence,note
2025-W33,2025,33,SKU-012,107.30516907556242,hist_gradient_boosting,False,
2025-W34,2025,34,SKU-012,106.91320516636854,hist_gradient_boosting,False,
2025-W35,2025,35,SKU-012,111.65551447610942,hist_gradient_boosting,False,
2025-W36,2025,36,SKU-012,108.54640014081092,hist_gradient_boosting,False,
2025-W29,2025,29,SKU-013,136.65757900502936,hist_gradient_boosting,False,
2025-W30,2025,30,SKU-013,139.42579712664786,hist_gradient_boosting,False,
2025-W31,2025,31,SKU-013,160.38102108654041,hist_gradient_boosting,False,
2025-W32,2025,32,SKU-013,149.08761802085328,hist_gradient_boosting,False,
2025-W33,2025,33,SKU-013,135.97467941024942,hist_gradient_boosting,False,
2025-W34,2025,34,SKU-013,160.53880760855492,hist_gradient_boosting,False,
2025-W35,2025,35,SKU-013,129.15093883933045,hist_gradient_boosting,False,
2025-W36,2025,36,SKU-013,165.63144043885754,hist_gradient_boosting,False,
2025-W29,2025,29,SKU-014,218.35133061382754,hist_gradient_boosting,False,
2025-W30,2025,30,SKU-014,193.6540328703927,hist_gradient_boosting,False,
2025-W31,2025,31,SKU-014,206.39723717683606,hist_gradient_boosting,False,
2025-W32,2025,32,SKU-014,260.6791880914522,hist_gradient_boosting,False,
2025-W33,2025,33,SKU-014,210.87156228742904,hist_gradient_boosting,False,
2025-W34,2025,34,SKU-014,182.65410360695822,hist_gradient_boosting,False,
2025-W35,2025,35,SKU-014,197.5918385698966,hist_gradient_boosting,False,
2025-W36,2025,36,SKU-014,194.34038667061742,hist_gradient_boosting,False,
2025-W29,2025,29,SKU-015,111.66147054305621,hist_gradient_boosting,False,
2025-W30,2025,30,SKU-015,209.33086695594903,hist_gradient_boosting,False,
2025-W31,2025,31,SKU-015,225.43456527431314,hist_gradient_boosting,False,
2025-W32,2025,32,SKU-015,227.64904477039244,hist_gradient_boosting,False,
2025-W33,2025,33,SKU-015,237.6719802733876,hist_gradient_boosting,False,
2025-W34,2025,34,SKU-015,211.65602308849247,hist_gradient_boosting,False,
2025-W35,2025,35,SKU-015,247.29428758774483,hist_gradient_boosting,False,
2025-W36,2025,36,SKU-015,221.52819830532113,hist_gradient_boosting,False,
2025-W29,2025,29,SKU-016,178.81029826058986,hist_gradient_boosting,False,
2025-W30,2025,30,SKU-016,175.70659495481416,hist_gradient_boosting,False,
2025-W31,2025,31,SKU-016,125.94741185458054,hist_gradient_boosting,False,
2025-W32,2025,32,SKU-016,200.65950090737678,hist_gradient_boosting,False,
2025-W33,2025,33,SKU-016,265.163592053601,hist_gradient_boosting,False,
2025-W34,2025,34,SKU-016,106.558079245327,hist_gradient_boosting,False,
2025-W35,2025,35,SKU-016,91.75178154996696,hist_gradient_boosting,False,
2025-W36,2025,36,SKU-016,311.2149853358736,hist_gradient_boosting,False,
2025-W29,2025,29,SKU-017,128.5376745262024,hist_gradient_boosting,False,
2025-W30,2025,30,SKU-017,152.34202008899877,hist_gradient_boosting,False,
2025-W31,2025,31,SKU-017,222.90077347446652,hist_gradient_boosting,False,
2025-W32,2025,32,SKU-017,177.26008666310372,hist_gradient_boosting,False,
2025-W33,2025,33,SKU-017,107.86775235184524,hist_gradient_boosting,False,
2025-W34,2025,34,SKU-017,217.10790707870174,hist_gradient_boosting,False,
2025-W35,2025,35,SKU-017,161.69124663565222,hist_gradient_boosting,False,
2025-W36,2025,36,SKU-017,117.92504691041569,hist_gradient_boosting,False,
2025-W29,2025,29,SKU-018,225.1707553424904,hist_gradient_boosting,False,
2025-W30,2025,30,SKU-018,171.52860965091796,hist_gradient_boosting,False,
2025-W31,2025,31,SKU-018,165.59699166051567,hist_gradient_boosting,False,
2025-W32,2025,32,SKU-018,183.6640065370611,hist_gradient_boosting,False,
2025-W33,2025,33,SKU-018,134.52806589903565,hist_gradient_boosting,False,
2025-W34,2025,34,SKU-018,120.8516752571293,hist_gradient_boosting,False,
2025-W35,2025,35,SKU-018,167.16217797417002,hist_gradient_boosting,False,
2025-W36,2025,36,SKU-018,154.67329840533068,hist_gradient_boosting,False,
2025-W29,2025,29,SKU-019,2.962689481953063,hist_gradient_boosting,False,
2025-W30,2025,30,SKU-019,2.5544268082950774,hist_gradient_boosting,False,
2025-W31,2025,31,SKU-019,3.1018398176304753,hist_gradient_boosting,False,
2025-W32,2025,32,SKU-019,2.511846400168988,hist_gradient_boosting,False,
2025-W33,2025,33,SKU-019,2.1654259403134035,hist_gradient_boosting,False,
2025-W34,2025,34,SKU-019,2.1654259403134035,hist_gradient_boosting,False,
2025-W35,2025,35,SKU-019,1.9567169997290856,hist_gradient_boosting,False,
2025-W36,2025,36,SKU-019,2.0352046138073674,hist_gradient_boosting,False,
2025-W29,2025,29,SKU-020,2.3368168684269586,hist_gradient_boosting,False,
2025-W30,2025,30,SKU-020,4.909850427972926,hist_gradient_boosting,False,
2025-W31,2025,31,SKU-020,4.712407802888154,hist_gradient_boosting,False,
2025-W32,2025,32,SKU-020,1.9809937902257522,hist_gradient_boosting,False,
2025-W33,2025,33,SKU-020,3.9861050188537166,hist_gradient_boosting,False,
2025-W34,2025,34,SKU-020,4.0209909248553,hist_gradient_boosting,False,
2025-W35,2025,35,SKU-020,3.321657876601359,hist_gradient_boosting,False,
2025-W36,2025,36,SKU-020,1.8792822152593536,hist_gradient_boosting,False,
2025-W29,2025,29,SKU-021,3.057096484031602,hist_gradient_boosting,False,
2025-W30,2025,30,SKU-021,3.787409462014931,hist_gradient_boosting,False,
2025-W31,2025,31,SKU-021,4.4110838586278645,hist_gradient_boosting,False,
2025-W32,2025,32,SKU-021,3.736841637959578,hist_gradient_boosting,False,
2025-W33,2025,33,SKU-021,3.932049832488855,hist_gradient_boosting,False,
2025-W34,2025,34,SKU-021,4.262113756665976,hist_gradient_boosting,False,
2025-W35,2025,35,SKU-021,4.412802721801739,hist_gradient_boosting,False,
2025-W36,2025,36,SKU-021,4.399565323392476,hist_gradient_boosting,False,
2025-W29,2025,29,SKU-022,3.7837816566215166,hist_gradient_boosting,False,
2025-W30,2025,30,SKU-022,4.1510362743045945,hist_gradient_boosting,False,
2025-W31,2025,31,SKU-022,5.903435445188116,hist_gradient_boosting,False,
2025-W32,2025,32,SKU-022,3.941351216665653,hist_gradient_boosting,False,
2025-W33,2025,33,SKU-022,4.903596228973995,hist_gradient_boosting,False,
2025-W34,2025,34,SKU-022,3.767827064839283,hist_gradient_boosting,False,
2025-W35,2025,35,SKU-022,5.133481846145495,hist_gradient_boosting,False,
2025-W36,2025,36,SKU-022,3.991363191987743,hist_gradient_boosting,False,
2025-W29,2025,29,SKU-023,5.811640441888791,hist_gradient_boosting,False,
2025-W30,2025,30,SKU-023,4.855679890528528,hist_gradient_boosting,False,
2025-W31,2025,31,SKU-023,2.5531821470216878,hist_gradient_boosting,False,
2025-W32,2025,32,SKU-023,2.509280538640859,hist_gradient_boosting,False,
2025-W33,2025,33,SKU-023,3.2924675738477767,hist_gradient_boosting,False,
2025-W34,2025,34,SKU-023,4.306697103948047,hist_gradient_boosting,False,
2025-W35,2025,35,SKU-023,3.6168544073576974,hist_gradient_boosting,False,
2025-W36,2025,36,SKU-023,3.409147312656039,hist_gradient_boosting,False,
2025-W29,2025,29,SKU-024,2.969899109142892,hist_gradient_boosting,False,
2025-W30,2025,30,SKU-024,2.4939281710266465,hist_gradient_boosting,False,
2025-W31,2025,31,SKU-024,1.8182428091789489,hist_gradient_boosting,False,
2025-W32,2025,32,SKU-024,3.007463633044011,hist_gradient_boosting,False,
2025-W33,2025,33,SKU-024,2.4463562491639985,hist_gradient_boosting,False,
2025-W34,2025,34,SKU-024,2.8371133341888584,hist_gradient_boosting,False,
2025-W35,2025,35,SKU-024,2.9559897195463547,hist_gradient_boosting,False,
2025-W36,2025,36,SKU-024,2.814553844141109,hist_gradient_boosting,False,
2025-W29,2025,29,SKU-025,61.651170087454645,hist_gradient_boosting,False,
2025-W30,2025,30,SKU-025,60.18325469354094,hist_gradient_boosting,False,
2025-W31,2025,31,SKU-025,60.24506539378744,hist_gradient_boosting,False,
2025-W32,2025,32,SKU-025,59.46197792486522,hist_gradient_boosting,False,
2025-W33,2025,33,SKU-025,57.938926710881404,hist_gradient_boosting,False,
2025-W34,2025,34,SKU-025,53.372640811512376,hist_gradient_boosting,False,
2025-W35,2025,35,SKU-025,49.6838662406366,hist_gradient_boosting,False,
2025-W36,2025,36,SKU-025,49.63699897739576,hist_gradient_boosting,False,
2025-W29,2025,29,SKU-026,61.34075903459709,hist_gradient_boosting,False,
2025-W30,2025,30,SKU-026,66.81342929107426,hist_gradient_boosting,False,
2025-W31,2025,31,SKU-026,61.52963920688227,hist_gradient_boosting,False,
2025-W32,2025,32,SKU-026,60.7689308105854,hist_gradient_boosting,False,
2025-W33,2025,33,SKU-026,61.77621040569389,hist_gradient_boosting,False,
2025-W34,2025,34,SKU-026,60.90657902493577,hist_gradient_boosting,False,
2025-W35,2025,35,SKU-026,62.09316855908256,hist_gradient_boosting,False,
2025-W36,2025,36,SKU-026,60.53224046541453,hist_gradient_boosting,False,
2025-W29,2025,29,SKU-027,63.67284528559667,hist_gradient_boosting,False,
2025-W30,2025,30,SKU-027,63.63654143006767,hist_gradient_boosting,False,
2025-W31,2025,31,SKU-027,65.3169176761679,hist_gradient_boosting,False,
2025-W32,2025,32,SKU-027,68.23555212047337,hist_gradient_boosting,False,
2025-W33,2025,33,SKU-027,68.43830135452461,hist_gradient_boosting,False,
2025-W34,2025,34,SKU-027,54.342601496511215,hist_gradient_boosting,False,
2025-W35,2025,35,SKU-027,53.65875458693356,hist_gradient_boosting,False,
2025-W36,2025,36,SKU-027,60.48971888721819,hist_gradient_boosting,False,
2025-W29,2025,29,SKU-028,114.77236039905422,hist_gradient_boosting,False,
2025-W30,2025,30,SKU-028,108.38740262374517,hist_gradient_boosting,False,
2025-W31,2025,31,SKU-028,80.08061290123187,hist_gradient_boosting,False,
2025-W32,2025,32,SKU-028,84.32913873069755,hist_gradient_boosting,False,
2025-W33,2025,33,SKU-028,88.57001558617642,hist_gradient_boosting,False,
2025-W34,2025,34,SKU-028,87.88723787799891,hist_gradient_boosting,False,
2025-W35,2025,35,SKU-028,76.96415840909592,hist_gradient_boosting,False,
2025-W36,2025,36,SKU-028,76.86176275839304,hist_gradient_boosting,False,
2025-W29,2025,29,SKU-029,78.58826630072242,hist_gradient_boosting,False,
2025-W30,2025,30,SKU-029,86.3638786652146,hist_gradient_boosting,False,
2025-W31,2025,31,SKU-029,93.57472999246924,hist_gradient_boosting,False,
2025-W32,2025,32,SKU-029,74.75522048142174,hist_gradient_boosting,False,
2025-W33,2025,33,SKU-029,81.32191191449404,hist_gradient_boosting,False,
2025-W34,2025,34,SKU-029,89.41397785752972,hist_gradient_boosting,False,
2025-W35,2025,35,SKU-029,95.32682442790816,hist_gradient_boosting,False,
2025-W36,2025,36,SKU-029,76.31448638028778,hist_gradient_boosting,False,
2025-W29,2025,29,SKU-030,93.2672690999726,hist_gradient_boosting,False,
2025-W30,2025,30,SKU-030,96.06975153261234,hist_gradient_boosting,False,
2025-W31,2025,31,SKU-030,90.98457007183764,hist_gradient_boosting,False,
2025-W32,2025,32,SKU-030,94.9851793964834,hist_gradient_boosting,False,
2025-W33,2025,33,SKU-030,85.11736812177283,hist_gradient_boosting,False,
2025-W34,2025,34,SKU-030,84.02831348199763,hist_gradient_boosting,False,
2025-W35,2025,35,SKU-030,93.7409392166955,hist_gradient_boosting,False,
2025-W36,2025,36,SKU-030,83.91000642520633,hist_gradient_boosting,False,
