date,sku_id,on_hand_units,on_order_units,lead_time_days,reorder_point
2025-12-31,SKU00067,204,0,14,140
2025-12-31,SKU00068,8,0,14,99
2025-12-31,SKU00069,7735,0,14,1614
2025-12-31,SKU00070,378,0,14,193
2025-12-31,SKU00071,285,0,14,142
2025-12-31,SKU00073,126,0,14,60
2025-12-31,SKU00074,88,0,14,74
2025-12-31,SKU00075,7071,0,14,1707
2025-12-31,SKU00076,153,0,14,138
2025-12-31,SKU00077,206,0,14,195
2025-12-31,SKU00078,69,0,14,30
2025-12-31,SKU00079,138,0,14,1142
2025-12-31,SKU00080,1,0,14,43
2025-12-31,SKU00081,276,0,14,117
2025-12-31,SKU00082,175,0,14,113
2025-12-31,SKU00083,6987,0,14,1605
2025-12-31,SKU00084,39,0,14,108
2025-12-31,SKU00085,308,0,14,167
2025-12-31,SKU00086,230,0,14,224
2025-12-31,SKU00087,28,0,14,77
2025-12-31,SKU00090,7868,0,14,1737
2025-12-31,SKU00091,260,0,14,137
2025-12-31,SKU00092,137,0,14,115
2025-12-31,SKU00093,276,0,14,158
2025-12-31,SKU00094,88,0,14,73
2025-12-31,SKU00095,98,0,14,77
2025-12-31,SKU00096,127,0,14,76
2025-12-31,SKU00097,377,0,14,172
2025-12-31,SKU00098,224,0,14,83
2025-12-31,SKU00099,18,0,14,77
2025-12-31,SKU00100,177,0,14,116
2025-12-31,SKU00102,131,0,14,130
2025-12-31,SKU00103,294,0,14,176
2025-12-31,SKU00104,299,0,14,137
2025-12-31,SKU00105,6368,0,14,1389
2025-12-31,SKU00106,436,0,14,327
2025-12-31,SKU00107,278,0,14,240
2025-12-31,SKU00108,277,0,14,192
2025-12-31,SKU00110,134,0,14,83
2025-12-31,SKU00111,442,0,14,191
2025-12-31,SKU00112,377,0,14,194
2025-12-31,SKU00113,230,0,14,145
2025-12-31,SKU00114,96,0,14,123
2025-12-31,SKU00115,336,0,14,250
2025-12-31,SKU00116,10,0,14,41
2025-12-31,SKU00117,278,0,14,191
2025-12-31,SKU00118,351,0,14,159
2025-12-31,SKU00119,5,0,14,22
2025-12-31,SKU00120,252,0,14,180
2025-12-31,SKU00122,98,0,14,160
2025-12-31,SKU00123,231,0,14,128
2025-12-31,SKU00124,15,0,14,27
2025-12-31,SKU00125,186,0,14,98
2025-12-31,SKU00126,140,0,14,143
2025-12-31,SKU00127,4986,0,14,1188
2025-12-31,SKU00128,124,0,14,53
2025-12-31,SKU00129,83,0,14,47
2025-12-31,SKU00130,225,0,14,123
2025-12-31,SKU00131,261,0,14,140
2025-12-31,SKU00133,365,0,14,133
2025-12-31,SKU00134,209,0,14,184
2025-12-31,SKU00135,218,0,14,265
2025-12-31,SKU00136,112,0,14,57
2025-12-31,SKU00137,156,0,14,68
2025-12-31,SKU00138,495,0,14,315
2025-12-31,SKU00140,8639,0,14,2078
2025-12-31,SKU00141,133,0,14,120
2025-12-31,SKU00142,179,0,14,178
2025-12-31,SKU00143,79,0,14,44
2025-12-31,SKU00144,165,0,14,95
2025-12-31,SKU00145,86,0,14,57
2025-12-31,SKU00146,381,0,14,230
2025-12-31,SKU00147,14,0,14,43
2025-12-31,SKU00149,87,0,14,40
2025-12-31,SKU00150,7608,0,14,1738
2025-12-31,SKU00151,261,0,14,89
2025-12-31,SKU00153,174,0,14,103
2025-12-31,SKU00154,46,0,14,41
2025-12-31,SKU00155,7508,0,14,1674
2025-12-31,SKU00156,171,0,14,159
2025-12-31,SKU00157,321,0,14,208
2025-12-31,SKU00159,400,0,14,165
2025-12-31,SKU00160,76,0,14,46
2025-12-31,SKU00161,52,0,14,27
2025-12-31,SKU00162,84,0,14,57
2025-12-31,SKU00163,179,0,14,60
2025-12-31,SKU00166,167,0,14,90
2025-12-31,SKU00167,7221,0,14,1563
2025-12-31,SKU00168,52,0,14,93
2025-12-31,SKU00169,0,0,14,1104
2025-12-31,SKU00170,7213,0,14,1668
2025-12-31,SKU00171,113,0,14,97
2025-12-31,SKU00173,4877,0,14,1242
2025-12-31,SKU00175,25,0,14,95
2025-12-31,SKU00177,54,0,14,1142
2025-12-31,SKU00178,265,0,14,120
2025-12-31,SKU00179,237,0,14,169
2025-12-31,SKU00180,81,0,14,31
2025-12-31,SKU00181,633,0,14,380
2025-12-31,SKU00182,212,0,14,216
2025-12-31,SKU00183,84,0,14,73
2025-12-31,SKU00184,96,0,14,33
2025-12-31,SKU00185,398,0,14,175
2025-12-31,SKU00186,4390,0,14,994
2025-12-31,SKU00188,101,0,14,52
2025-12-31,SKU00189,103,0,14,86
2025-12-31,SKU00190,0,0,14,1446
2025-12-31,SKU00191,73,0,14,108
2025-12-31,SKU00192,207,0,14,130
2025-12-31,SKU00193,79,0,14,73
2025-12-31,SKU00194,20,0,14,40
2025-12-31,SKU00195,595,0,14,344
2025-12-31,SKU00196,148,0,14,100
2025-12-31,SKU00197,171,0,14,79
2025-12-31,SKU00198,537,0,14,271
2025-12-31,SKU00199,62,0,14,39
2025-12-31,SKU00200,317,0,14,234
2025-12-31,SKU00201,376,0,14,180
2025-12-31,SKU00202,314,0,14,174
2025-12-31,SKU00203,93,0,14,81
2025-12-31,SKU00204,20,0,14,31
2025-12-31,SKU00205,45,0,14,59
2025-12-31,SKU00206,185,0,14,63
2025-12-31,SKU00209,89,0,14,96
2025-12-31,SKU00210,169,0,14,149
2025-12-31,SKU00212,61,0,14,46
2025-12-31,SKU00213,100,0,14,67
2025-12-31,SKU00214,116,0,14,146
2025-12-31,SKU00215,352,0,14,212
2025-12-31,SKU00216,374,0,14,204
2025-12-31,SKU00218,450,0,14,284
2025-12-31,SKU00219,262,0,14,92
2025-12-31,SKU00220,313,0,14,157
2025-12-31,SKU00221,304,0,14,297
2025-12-31,SKU00222,25,0,14,35
2025-12-31,SKU00223,286,0,14,129
2025-12-31,SKU00224,554,0,14,266
2025-12-31,SKU00225,305,0,14,239
2025-12-31,SKU00226,365,0,14,275
2025-12-31,SKU00227,374,0,14,237
2025-12-31,SKU00228,495,0,14,180
2025-12-31,SKU00229,51,0,14,21
2025-12-31,SKU00230,163,0,14,128
2025-12-31,SKU00231,94,0,14,86
2025-12-31,SKU00232,260,0,14,159
2025-12-31,SKU00233,123,0,14,200
2025-12-31,SKU00234,70,0,14,61
2025-12-31,SKU00235,161,0,14,124
2025-12-31,SKU00236,226,0,14,115
2025-12-31,SKU00237,8788,0,14,1905
2025-12-31,SKU00238,96,0,14,99
2025-12-31,SKU00239,525,0,14,220
2025-12-31,SKU00240,8157,0,14,1890
2025-12-31,SKU00241,141,0,14,67
2025-12-31,SKU00242,563,0,14,466
2025-12-31,SKU00243,53,0,14,28
2025-12-31,SKU00244,306,0,14,244
2025-12-31,SKU00245,79,0,14,171
2025-12-31,SKU00246,128,0,14,79
2025-12-31,SKU00247,482,0,14,271
2025-12-31,SKU00248,409,0,14,162
2025-12-31,SKU00249,348,0,14,191
2025-12-31,SKU00251,8472,0,14,1804
2025-12-31,SKU00252,363,0,14,239
2025-12-31,SKU00253,87,0,14,129
2025-12-31,SKU00254,79,0,14,1231
2025-12-31,SKU00255,92,0,14,139
2025-12-31,SKU00256,114,0,14,70
2025-12-31,SKU00259,542,0,14,220
2025-12-31,SKU00260,87,0,14,85
2025-12-31,SKU00262,7920,0,14,1785
2025-12-31,SKU00263,110,0,14,1069
2025-12-31,SKU00264,223,0,14,1664
2025-12-31,SKU00265,352,0,14,150
2025-12-31,SKU00266,147,0,14,196
2025-12-31,SKU00267,528,0,14,369
2025-12-31,SKU00268,101,0,14,68
2025-12-31,SKU00269,158,0,14,72
2025-12-31,SKU00270,178,0,14,60
2025-12-31,SKU00272,46,0,14,59
2025-12-31,SKU00273,204,0,14,180
2025-12-31,SKU00274,79,0,14,42
2025-12-31,SKU00275,58,0,14,142
2025-12-31,SKU00276,215,0,14,221
2025-12-31,SKU00277,90,0,14,156
2025-12-31,SKU00278,85,0,14,52
2025-12-31,SKU00279,76,0,14,59
2025-12-31,SKU00280,249,0,14,133
2025-12-31,SKU00283,521,0,14,307
2025-12-31,SKU00285,0,0,14,1342
2025-12-31,SKU00286,161,0,14,1166
2025-12-31,SKU00287,191,0,14,68
2025-12-31,SKU00288,379,0,14,152
2025-12-31,SKU00289,292,0,14,297
2025-12-31,SKU00291,0,0,14,1300
2025-12-31,SKU00292,263,0,14,136
2025-12-31,SKU00293,156,0,14,178
2025-12-31,SKU00294,253,0,14,203
2025-12-31,SKU00295,250,0,14,269
2025-12-31,SKU00296,487,0,14,174
2025-12-31,SKU00298,388,0,14,330
2025-12-31,SKU00299,115,0,14,57
2025-12-31,SKU00301,233,0,14,113
2025-12-31,SKU00302,331,0,14,234
2025-12-31,SKU00303,115,0,14,53
2025-12-31,SKU00304,31,0,14,21
2025-12-31,SKU00305,6489,0,14,1499
2025-12-31,SKU00306,201,0,14,217
2025-12-31,SKU00307,262,0,14,131
2025-12-31,SKU00308,328,0,14,231
2025-12-31,SKU00309,219,0,14,124
2025-12-31,SKU00310,223,0,14,125
2025-12-31,SKU00311,87,0,14,53
2025-12-31,SKU00312,257,0,14,183
2025-12-31,SKU00313,350,0,14,284
2025-12-31,SKU00314,25,0,14,60
2025-12-31,SKU00315,299,0,14,119
2025-12-31,SKU00316,276,0,14,205
2025-12-31,SKU00317,6642,0,14,1515
2025-12-31,SKU00318,333,0,14,188
2025-12-31,SKU00319,583,0,14,330
2025-12-31,SKU00320,53,0,14,98
2025-12-31,SKU00321,110,0,14,54
2025-12-31,SKU00322,95,0,14,73
2025-12-31,SKU00323,256,0,14,193
2025-12-31,SKU00324,419,0,14,212
2025-12-31,SKU00325,92,0,14,69
2025-12-31,SKU00326,162,0,14,75
2025-12-31,SKU00327,385,0,14,202
2025-12-31,SKU00328,72,0,14,1490
2025-12-31,SKU00330,4595,0,14,983
2025-12-31,SKU00331,7350,0,14,1598
2025-12-31,SKU00332,105,0,14,62
2025-12-31,SKU00333,574,0,14,329
2025-12-31,SKU00334,217,0,14,155
2025-12-31,SKU00335,287,0,14,183
2025-12-31,SKU00336,318,0,14,139
2025-12-31,SKU00337,265,0,14,178
2025-12-31,SKU00338,116,0,14,202
2025-12-31,SKU00339,311,0,14,176
2025-12-31,SKU00340,167,0,14,118
2025-12-31,SKU00342,6864,0,14,1566
2025-12-31,SKU00343,300,0,14,138
2025-12-31,SKU00344,435,0,14,172
2025-12-31,SKU00346,74,0,14,153
2025-12-31,SKU00347,234,0,14,236
2025-12-31,SKU00348,79,0,14,85
2025-12-31,SKU00349,133,0,14,215
2025-12-31,SKU00350,6485,0,14,1373
2025-12-31,SKU00351,317,0,14,320
2025-12-31,SKU00353,120,0,14,129
2025-12-31,SKU00354,6648,0,14,1492
2025-12-31,SKU00355,7653,0,14,1698
2025-12-31,SKU00356,221,0,14,78
2025-12-31,SKU00357,299,0,14,178
2025-12-31,SKU00358,115,0,14,41
2025-12-31,SKU00360,257,0,14,189
2025-12-31,SKU00361,303,0,14,239
2025-12-31,SKU00363,0,0,14,1341
2025-12-31,SKU00364,339,0,14,161
2025-12-31,SKU00365,155,0,14,117
2025-12-31,SKU00366,47,0,14,76
2025-12-31,SKU00367,774,0,14,348
2025-12-31,SKU00368,186,0,14,170
2025-12-31,SKU00369,0,0,14,1277
2025-12-31,SKU00371,7713,0,14,1575
2025-12-31,SKU00372,57,0,14,68
2025-12-31,SKU00373,133,0,14,66
2025-12-31,SKU00374,69,0,14,118
2025-12-31,SKU00375,255,0,14,218
2025-12-31,SKU00376,76,0,14,1332
2025-12-31,SKU00377,557,0,14,250
2025-12-31,SKU00378,94,0,14,176
2025-12-31,SKU00379,75,0,14,43
2025-12-31,SKU00380,222,0,14,158
2025-12-31,SKU00381,214,0,14,226
2025-12-31,SKU00382,346,0,14,146
2025-12-31,SKU00383,181,0,14,83
2025-12-31,SKU00384,186,0,14,68
2025-12-31,SKU00385,7877,0,14,1730
2025-12-31,SKU00386,6167,0,14,1447
2025-12-31,SKU00387,89,0,14,43
2025-12-31,SKU00388,14,0,14,40
2025-12-31,SKU00389,7439,0,14,1697
2025-12-31,SKU00390,73,0,14,36
2025-12-31,SKU00391,538,0,14,250
2025-12-31,SKU00393,340,0,14,188
2025-12-31,SKU00394,70,0,14,51
2025-12-31,SKU00395,144,0,14,128
2025-12-31,SKU00396,111,0,14,45
2025-12-31,SKU00397,355,0,14,160
2025-12-31,SKU00398,179,0,14,92
2025-12-31,SKU00400,300,0,14,144
2025-12-31,SKU00401,8056,0,14,1832
2025-12-31,SKU00402,7033,0,14,1676
2025-12-31,SKU00403,371,0,14,259
2025-12-31,SKU00404,131,0,14,92
2025-12-31,SKU00405,326,0,14,221
2025-12-31,SKU00407,248,0,14,165
2025-12-31,SKU00408,246,0,14,147
2025-12-31,SKU00409,166,0,14,129
2025-12-31,SKU00410,64,0,14,148
2025-12-31,SKU00411,502,0,14,280
2025-12-31,SKU00413,84,0,14,73
2025-12-31,SKU00414,81,0,14,53
2025-12-31,SKU00415,227,0,14,145
2025-12-31,SKU00416,0,0,14,1214
2025-12-31,SKU00417,122,0,14,85
2025-12-31,SKU00418,409,0,14,178
2025-12-31,SKU00419,6280,0,14,1511
2025-12-31,SKU00420,358,0,14,224
2025-12-31,SKU00421,8278,0,14,1886
2025-12-31,SKU00423,173,0,14,179
2025-12-31,SKU00424,93,0,14,117
2025-12-31,SKU00426,215,0,14,263
2025-12-31,SKU00427,73,0,14,148
2025-12-31,SKU00428,367,0,14,210
2025-12-31,SKU00429,84,0,14,52
2025-12-31,SKU00430,90,0,14,137
2025-12-31,SKU00431,52,0,14,53
2025-12-31,SKU00432,425,0,14,176
2025-12-31,SKU00434,114,0,14,54
2025-12-31,SKU00436,77,0,14,128
2025-12-31,SKU00437,6973,0,14,1643
2025-12-31,SKU00438,447,0,14,216
2025-12-31,SKU00439,236,0,14,135
2025-12-31,SKU00440,100,0,14,113
2025-12-31,SKU00441,191,0,14,77
2025-12-31,SKU00442,368,0,14,154
2025-12-31,SKU00443,326,0,14,157
2025-12-31,SKU00444,124,0,14,69
2025-12-31,SKU00445,0,0,14,1146
2025-12-31,SKU00446,274,0,14,178
2025-12-31,SKU00448,257,0,14,94
2025-12-31,SKU00449,7089,0,14,1529
2025-12-31,SKU00450,146,0,14,224
2025-12-31,SKU00451,208,0,14,83
2025-12-31,SKU00452,272,0,14,155
2025-12-31,SKU00453,98,0,14,104
2025-12-31,SKU00454,527,0,14,231
2025-12-31,SKU00455,60,0,14,36
2025-12-31,SKU00456,1,0,14,22
2025-12-31,SKU00457,171,0,14,214
2025-12-31,SKU00458,140,0,14,162
2025-12-31,SKU00460,125,0,14,100
2025-12-31,SKU00461,340,0,14,156
2025-12-31,SKU00462,6636,0,14,1405
2025-12-31,SKU00463,53,0,14,33
2025-12-31,SKU00464,95,0,14,35
2025-12-31,SKU00465,41,0,14,22
2025-12-31,SKU00466,6760,0,14,1467
2025-12-31,SKU00467,63,0,14,28
2025-12-31,SKU00469,223,0,14,147
2025-12-31,SKU00471,13,0,14,43
2025-12-31,SKU00472,72,0,14,76
2025-12-31,SKU00473,73,0,14,35
2025-12-31,SKU00474,102,0,14,123
2025-12-31,SKU00475,48,0,14,23
2025-12-31,SKU00476,428,0,14,151
2025-12-31,SKU00477,217,0,14,81
2025-12-31,SKU00478,157,0,14,145
2025-12-31,SKU00479,57,0,14,22
2025-12-31,SKU00480,47,0,14,42
2025-12-31,SKU00481,0,0,14,37
2025-12-31,SKU00482,14,0,14,22
2025-12-31,SKU00484,0,0,14,1408
2025-12-31,SKU00485,174,0,14,69
2025-12-31,SKU00486,212,0,14,80
2025-12-31,SKU00487,199,0,14,156
2025-12-31,SKU00488,334,0,14,234
2025-12-31,SKU00489,82,0,14,64
2025-12-31,SKU00490,369,0,14,229
2025-12-31,SKU00491,393,0,14,269
2025-12-31,SKU00492,211,0,14,198
2025-12-31,SKU00493,724,0,14,334
2025-12-31,SKU00494,176,0,14,199
2025-12-31,SKU00495,59,0,14,24
2025-12-31,SKU00496,93,0,14,71
2025-12-31,SKU00497,239,0,14,94
2025-12-31,SKU00498,8527,0,14,1806
2025-12-31,SKU00499,277,0,14,106
2025-12-31,SKU00500,100,0,14,1499
2025-12-31,SKU00501,7109,0,14,1565
2025-12-31,SKU00502,8794,0,14,2063
2025-12-31,SKU00503,40,0,14,36
2025-12-31,SKU00504,404,0,14,263
2025-12-31,SKU00506,102,0,14,1338
2025-12-31,SKU00507,8834,0,14,1906
2025-12-31,SKU00508,28,0,14,28
2025-12-31,SKU00509,489,0,14,266
2025-12-31,SKU00510,81,0,14,139
2025-12-31,SKU00511,367,0,14,225
2025-12-31,SKU00512,166,0,14,59
2025-12-31,SKU00513,127,0,14,76
2025-12-31,SKU00516,6036,0,14,1410
2025-12-31,SKU00517,191,0,14,105
2025-12-31,SKU00519,387,0,14,148
2025-12-31,SKU00520,104,0,14,84
2025-12-31,SKU00521,6344,0,14,1409
2025-12-31,SKU00522,79,0,14,66
2025-12-31,SKU00523,605,0,14,319
2025-12-31,SKU00524,8181,0,14,1784
2025-12-31,SKU00525,157,0,14,81
2025-12-31,SKU00526,241,0,14,127
2025-12-31,SKU00527,447,0,14,233
2025-12-31,SKU00528,246,0,14,88
2025-12-31,SKU00529,160,0,14,226
2025-12-31,SKU00530,350,0,14,211
2025-12-31,SKU00531,67,0,14,1482
2025-12-31,SKU00532,6217,0,14,1355
2025-12-31,SKU00533,164,0,14,64
2025-12-31,SKU00534,219,0,14,329
2025-12-31,SKU00535,6972,0,14,1557
2025-12-31,SKU00536,199,0,14,83
2025-12-31,SKU00537,45,0,14,63
2025-12-31,SKU00538,104,0,14,1099
2025-12-31,SKU00539,72,0,14,1312
2025-12-31,SKU00540,129,0,14,69
2025-12-31,SKU00542,703,0,14,470
2025-12-31,SKU00543,212,0,14,85
2025-12-31,SKU00544,65,0,14,79
2025-12-31,SKU00545,408,0,14,299
2025-12-31,SKU00546,7461,0,14,1606
2025-12-31,SKU00547,117,0,14,75
2025-12-31,SKU00550,8131,0,14,1779
2025-12-31,SKU00551,6844,0,14,1554
2025-12-31,SKU00553,6073,0,14,1343
2025-12-31,SKU00554,2,0,14,49
2025-12-31,SKU00555,268,0,14,115
2025-12-31,SKU00556,109,0,14,92
2025-12-31,SKU00558,141,0,14,118
2025-12-31,SKU00559,143,0,14,126
2025-12-31,SKU00560,76,0,14,96
2025-12-31,SKU00562,94,0,14,72
2025-12-31,SKU00563,175,0,14,93
2025-12-31,SKU00565,294,0,14,103
2025-12-31,SKU00566,121,0,14,140
2025-12-31,SKU00567,22,0,14,62
2025-12-31,SKU00568,465,0,14,212
2025-12-31,SKU00569,14,0,14,39
2025-12-31,SKU00570,318,0,14,119
2025-12-31,SKU00571,6773,0,14,1499
2025-12-31,SKU00572,258,0,14,110
2025-12-31,SKU00573,83,0,14,39
2025-12-31,SKU00574,6397,0,14,1449
2025-12-31,SKU00575,107,0,14,64
2025-12-31,SKU00576,11,0,14,100
2025-12-31,SKU00577,198,0,14,92
2025-12-31,SKU00578,130,0,14,94
2025-12-31,SKU00580,291,0,14,161
2025-12-31,SKU00581,430,0,14,282
2025-12-31,SKU00582,15,0,14,27
2025-12-31,SKU00583,128,0,14,165
2025-12-31,SKU00584,5819,0,14,1365
2025-12-31,SKU00585,8080,0,14,1775
2025-12-31,SKU00586,89,0,14,144
2025-12-31,SKU00588,76,0,14,89
2025-12-31,SKU00589,7364,0,14,1594
2025-12-31,SKU00590,198,0,14,117
2025-12-31,SKU00591,228,0,14,174
2025-12-31,SKU00592,9087,0,14,2024
2025-12-31,SKU00593,62,0,14,94
2025-12-31,SKU00594,36,0,14,98
2025-12-31,SKU00595,357,0,14,142
2025-12-31,SKU00596,143,0,14,154
2025-12-31,SKU00597,190,0,14,230
2025-12-31,SKU00598,6544,0,14,1531
2025-12-31,SKU00599,358,0,14,161
2025-12-31,SKU00601,26,0,14,46
2025-12-31,SKU00602,60,0,14,97
2025-12-31,SKU00603,240,0,14,120
2025-12-31,SKU00604,147,0,14,72
2025-12-31,SKU00605,584,0,14,345
2025-12-31,SKU00606,593,0,14,444
2025-12-31,SKU00607,73,0,14,126
2025-12-31,SKU00608,3196,0,14,713
2025-12-31,SKU00609,37,0,14,75
2025-12-31,SKU00610,178,0,14,93
2025-12-31,SKU00611,255,0,14,204
2025-12-31,SKU00612,29,0,14,34
2025-12-31,SKU00613,261,0,14,183
2025-12-31,SKU00614,257,0,14,166
2025-12-31,SKU00615,166,0,14,197
2025-12-31,SKU00616,78,0,14,53
2025-12-31,SKU00617,107,0,14,66
2025-12-31,SKU00618,186,0,14,94
2025-12-31,SKU00619,411,0,14,177
2025-12-31,SKU00620,366,0,14,214
2025-12-31,SKU00621,257,0,14,310
2025-12-31,SKU00622,179,0,14,140
2025-12-31,SKU00623,27,0,14,30
2025-12-31,SKU00624,204,0,14,161
2025-12-31,SKU00625,197,0,14,217
2025-12-31,SKU00626,54,0,14,26
2025-12-31,SKU00628,42,0,14,1059
2025-12-31,SKU00629,284,0,14,293
2025-12-31,SKU00630,87,0,14,45
2025-12-31,SKU00631,7302,0,14,1732
2025-12-31,SKU00632,282,0,14,186
2025-12-31,SKU00633,705,0,14,392
2025-12-31,SKU00634,208,0,14,85
2025-12-31,SKU00635,386,0,14,255
2025-12-31,SKU00637,132,0,14,88
2025-12-31,SKU00638,5795,0,14,1223
2025-12-31,SKU00639,83,0,14,71
2025-12-31,SKU00641,267,0,14,108
2025-12-31,SKU00642,64,0,14,40
2025-12-31,SKU00643,268,0,14,277
2025-12-31,SKU00644,162,0,14,91
2025-12-31,SKU00645,8402,0,14,1803
2025-12-31,SKU00646,307,0,14,159
2025-12-31,SKU00647,107,0,14,66
2025-12-31,SKU00648,211,0,14,113
2025-12-31,SKU00649,8091,0,14,1842
2025-12-31,SKU00650,4384,0,14,990
2025-12-31,SKU00651,69,0,14,41
2025-12-31,SKU00652,180,0,14,83
2025-12-31,SKU00653,40,0,14,25
2025-12-31,SKU00654,7861,0,14,1835
2025-12-31,SKU00655,22,0,14,54
2025-12-31,SKU00657,0,0,14,29
2025-12-31,SKU00660,3,0,14,34
2025-12-31,SKU00662,6028,0,14,1429
2025-12-31,SKU00664,9,0,14,49
2025-12-31,SKU00665,49,0,14,39
2025-12-31,SKU00666,17,0,14,65
2025-12-31,SKU00667,322,0,14,216
2025-12-31,SKU00668,144,0,14,104
2025-12-31,SKU00669,347,0,14,258
2025-12-31,SKU00670,145,0,14,153
2025-12-31,SKU00671,566,0,14,309
2025-12-31,SKU00672,129,0,14,77
2025-12-31,SKU00673,179,0,14,191
2025-12-31,SKU00674,333,0,14,160
2025-12-31,SKU00676,69,0,14,25
2025-12-31,SKU00677,394,0,14,380
2025-12-31,SKU00678,526,0,14,194
2025-12-31,SKU00679,4734,0,14,1050
2025-12-31,SKU00680,264,0,14,270
2025-12-31,SKU00681,139,0,14,134
2025-12-31,SKU00682,8021,0,14,1791
2025-12-31,SKU00683,78,0,14,45
2025-12-31,SKU00684,392,0,14,237
2025-12-31,SKU00685,244,0,14,204
2025-12-31,SKU00686,683,0,14,287
2025-12-31,SKU00687,60,0,14,149
2025-12-31,SKU00688,46,0,14,25
2025-12-31,SKU00690,115,0,14,94
2025-12-31,SKU00691,6861,0,14,1612
2025-12-31,SKU00692,0,0,14,1261
2025-12-31,SKU00693,188,0,14,122
2025-12-31,SKU00694,0,0,14,28
2025-12-31,SKU00696,32,0,14,24
2025-12-31,SKU00697,260,0,14,160
2025-12-31,SKU00698,182,0,14,186
2025-12-31,SKU00699,7691,0,14,1709
2025-12-31,SKU00700,18,0,14,68
2025-12-31,SKU00701,179,0,14,63
2025-12-31,SKU00702,324,0,14,174
2025-12-31,SKU00703,259,0,14,94
2025-12-31,SKU00704,226,0,14,256
2025-12-31,SKU00705,86,0,14,68
2025-12-31,SKU00706,7183,0,14,1629
2025-12-31,SKU00707,63,0,14,63
2025-12-31,SKU00708,144,0,14,85
2025-12-31,SKU00710,412,0,14,243
2025-12-31,SKU00711,213,0,14,143
2025-12-31,SKU00712,477,0,14,289
2025-12-31,SKU00713,389,0,14,271
2025-12-31,SKU00714,42,0,14,72
2025-12-31,SKU00715,337,0,14,175
2025-12-31,SKU00716,51,0,14,40
2025-12-31,SKU00717,490,0,14,354
2025-12-31,SKU00719,371,0,14,250
2025-12-31,SKU00720,95,0,14,41
2025-12-31,SKU00721,6548,0,14,1403
2025-12-31,SKU00722,108,0,14,66
2025-12-31,SKU00723,124,0,14,92
2025-12-31,SKU00724,78,0,14,36
2025-12-31,SKU00726,136,0,14,166
2025-12-31,SKU00727,209,0,14,110
2025-12-31,SKU00728,0,0,14,1199
2025-12-31,SKU00729,366,0,14,254
2025-12-31,SKU00732,6454,0,14,1393
2025-12-31,SKU00733,272,0,14,148
2025-12-31,SKU00734,7013,0,14,1480
2025-12-31,SKU00735,160,0,14,127
2025-12-31,SKU00736,106,0,14,146
2025-12-31,SKU00737,4,0,14,27
2025-12-31,SKU00738,60,0,14,78
2025-12-31,SKU00739,144,0,14,94
2025-12-31,SKU00740,4982,0,14,1113
2025-12-31,SKU00741,23,0,14,20
2025-12-31,SKU00742,551,0,14,377
2025-12-31,SKU00743,105,0,14,68
